Report generated on: 05-03-2026 15:14:49
"API","","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
"INTL.59-1-JPN-TBPD.A","        Japan","","","","","2","2","1.915068493150685","2","2","2.0821917808219177","2.493150684931507","2.408219178082192","2.4972677595628414","2.5753424657534247","2.66027397260274","2.410958904109589","5.404371584699454","2.915068493150685","2.915068493150685","2.83013698630137","2.6950819672131145","2.334246575342466","","","0","0","0.101","0","0","0.5","0.601","0.624","0.636","0.619","0.6","0.333","0.236","0.313"
"INTL.59-1-JOR-TBPD.A","        Jordan","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-KAZ-TBPD.A","        Kazakhstan","--","--","--","--","--","--","--","--","--","--","--","--","","","","","","","","","","","","","0","0","0","0.05","0","0.5","0","0","0","0","0","0","0","0"
"INTL.59-1-KEN-TBPD.A","        Kenya","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0.431","0.517","0.517","0.689","0.862","0.862","0.862","0"
"INTL.59-1-KIR-TBPD.A","        Kiribati","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-XKS-TBPD.A","        Kosovo","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","","","","","","","","","",""
"INTL.59-1-KWT-TBPD.A","        Kuwait","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-KGZ-TBPD.A","        Kyrgyzstan","--","--","--","--","--","--","--","--","--","--","--","--","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-LAO-TBPD.A","        Laos","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-LVA-TBPD.A","        Latvia","--","--","--","--","--","--","--","--","--","--","--","--","","","","","","","","","","","","","0.2","0.3","0.3","0.5","0.9","1.2","1.186","1.229","1.9","1.429","1.581","1.249","0.922","1.595"
"INTL.59-1-LBN-TBPD.A","        Lebanon","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-LSO-TBPD.A","        Lesotho","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-LBR-TBPD.A","        Liberia","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-LBY-TBPD.A","        Libya","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-LTU-TBPD.A","        Lithuania","--","--","--","--","--","--","--","--","--","--","--","--","","","","","","","","","","","","","0.14","0.2","0.5","0.8","1.7","2.4","2.573","2.009","2.586","2.749","2.609","2.425","2.127","3.33"
"INTL.59-1-LUX-TBPD.A","        Luxembourg","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-MAC-TBPD.A","        Macau","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-MDG-TBPD.A","        Madagascar","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-MWI-TBPD.A","        Malawi","","","","","","","","","","","","","","","","","","","","","","","","","0.2","0.2","0.2","0.2","0.2","0.2","0.327","0.345","0.345","0.345","0.345","0.431","0.517","0"
"INTL.59-1-MYS-TBPD.A","        Malaysia","","","","","","","","","","","","","","2.926027397260274","12","12","12","11.915068493150685","","","7.524590163934426","12","12","13.361095890410958","14.7","15","15","15","15","15","15","15","15","15.493150684931507","14.7","14.7","14.7","30"
"INTL.59-1-MDV-TBPD.A","        Maldives","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-MLI-TBPD.A","        Mali","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-MLT-TBPD.A","        Malta","","","","","","","","","","","","","","","","","","","","","","","","","0","0.04","0.04","0.02","0.02","0.02","0","0","0","0","0","0","0","0"
"INTL.59-1-MTQ-TBPD.A","        Martinique","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-MRT-TBPD.A","        Mauritania","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-MUS-TBPD.A","        Mauritius","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0.517","0.482","0.431","0.414","0.603","0.517","0.517","0"
"INTL.59-1-MEX-TBPD.A","        Mexico","","","","","","","","","","","","","","","1.4655534246575344","1.170035616438356","6.174868852459016","6.049386301369863","6.131509589041096","6.049356164383561","2.120262295081967","5.413778082191781","7.53968493150685","7.687764383561644","9.521945355191257","8.676676712328767","8.235550684931507","9.002846575342465","0.1","0.103","0.4","0.4","0.5","0.5","0.5","1","1","0.5"
"none","        Micronesia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.59-1-MDA-TBPD.A","        Moldova","--","--","--","--","--","--","--","--","--","--","--","--","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-MNG-TBPD.A","        Mongolia","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-MNE-TBPD.A","        Montenegro","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-MSR-TBPD.A","        Montserrat","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-MAR-TBPD.A","        Morocco","","","","","","","","","","","","","","","","","","","","","","","","","5","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-MOZ-TBPD.A","        Mozambique","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0.02","0","0","0.02","0.03","0.04","0.16","0.282","0"
"INTL.59-1-NAM-TBPD.A","        Namibia","--","--","--","--","--","--","--","--","--","--","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-NRU-TBPD.A","        Nauru","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-NPL-TBPD.A","        Nepal","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-NLD-TBPD.A","        Netherlands","","","","","","","","","","","","","","","","","","","","","","","","","0.2","0.1","0.65","16.462172602739727","9","11.865753424657534","15.382","20.116","38.403","33.164","37.486","33.541","28.759342466","37.945808219"
"INTL.59-1-NLDA-TBPD.A","        Netherlands Antilles","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-NCL-TBPD.A","        New Caledonia","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-NZL-TBPD.A","        New Zealand","","","","","","0.5863013698630137","14","11.736986301369862","14.825136612021858","14.484931506849316","14.6","11.254794520547945","14.669398907103826","26.24931506849315","26.328767123287673","8.238356164383562","2.9153005464480874","1","1.1643835616438356","1","0.6666666666666666","","","","0","0","0","0.02","0.06","0.12","0.09","0.133","0.243","0.273","0.32","0.085","0.08","0.04"
"INTL.59-1-NIC-TBPD.A","        Nicaragua","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0.9","1","0.138","0.2","0.2","0.2","0.2","0","0.172","0"
"INTL.59-1-NER-TBPD.A","        Niger","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-NGA-TBPD.A","        Nigeria","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","5","15","15","20"
"INTL.59-1-NIU-TBPD.A","        Niue","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-PRK-TBPD.A","        North Korea","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-MKD-TBPD.A","        North Macedonia","--","--","--","--","--","--","--","--","--","--","--","--","","","","","","","","","","","","","0","0","0","0.05","0.01","0.01","0.04","0.1","0.11","0.1","0.14","0.231","0.236","0"
"none","        Northern Mariana Islands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.59-1-NOR-TBPD.A","        Norway","","","","","","","","","","","","","","","","","","","","","","","","","0.1","0.1","0.1","0.1","1","1","0.001","1.82","0.71","0.33","0.19","0","1.07","1.538"
"INTL.59-1-OMN-TBPD.A","        Oman","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-PAK-TBPD.A","        Pakistan","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0.8","1","1","0.3","0.172","0.172","0.172","0.172","0.172","0.179","0.166","0.2"
"INTL.59-1-PSE-TBPD.A","        Palestinian Territories","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-PAN-TBPD.A","        Panama","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0.305","0.685","0.262","0.446","0"
"INTL.59-1-PNG-TBPD.A","        Papua New Guinea","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-PRY-TBPD.A","        Paraguay","","","","","","","","","","","","","","","","","","","","","","","","","0.1","0.6","0.8","1.1","1.7","2.2","2.45","2.639","2.945","3.313","3.571","4.837","4.687","5.697"
"INTL.59-1-PER-TBPD.A","        Peru","","","","","","","","","","","","","","","","","","","","","","","","","0.3","0.3","0.4","0.9","0.7","1.2","0.482","1.835","3.034","3.188","2.821","2.619","3.533","3.481"
"INTL.59-1-PHL-TBPD.A","        Philippines","","","","","","","","","","","","","","","","","","","","","","","","","0","0.2","0.4","0.6","1.11","2.5","2.312","2.359","2.981","3.907","4.936","6.41","7.875","9.305"
"INTL.59-1-POL-TBPD.A","        Poland","","","","","","","","","","","","","","","0.843586301369863","1.4001123287671233","1.4727896174863389","1.572731506849315","1.1507753424657534","1.6110602739726028","1.5709071038251365","1.873909589041096","3.0026794520547946","0.7468986301369863","10.496478142076503","9.010972602739725","10.09953698630137","11.087202739726028","13.917551912568307","13.55303287671233","11.297572602739725","12.319178082191781","8.842185792349726","10.431175342465753","9.794317808219178","8.878556164383562","5.034024590163934","3.902723287671233"
"INTL.59-1-PRT-TBPD.A","        Portugal","","","","","","","","","","","","","","","","","","","","","","","","","0","0.02","1.2616575342465755","1.3876054794520547","3.7540983606557377","1","6.26","8.23","6","7.04","7.63","6.504","6.570191781","7.035514795"
"INTL.59-1-PRI-TBPD.A","        Puerto Rico","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-QAT-TBPD.A","        Qatar","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0.8493150684931506","11.26027397260274","23.756830601092897","25","32","37.04109589041096","134.59562841530055","152","152","148.34246575342465","152.4863387978142","125.3013698630137"
"INTL.59-1-REU-TBPD.A","        Reunion","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-ROU-TBPD.A","        Romania","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0.2","0.7","1.3","0.7","1.007","3.039","2.858","3.497","2.809","3.446","4.167","5.501"
"INTL.59-1-RUS-TBPD.A","        Russia","--","--","--","--","--","--","--","--","--","--","--","--","","","","","","","","","","","","","0","0","0","0","0","0","10.563","10.442","11.079","10.511","9.253","0","0","0"
"INTL.59-1-RWA-TBPD.A","        Rwanda","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0.01","0","0","0","0","0","0","0","0"
"INTL.59-1-SHN-TBPD.A","        Saint Helena","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-KNA-TBPD.A","        Saint Kitts and Nevis","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-LCA-TBPD.A","        Saint Lucia","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-SPM-TBPD.A","        Saint Pierre and Miquelon","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-VCT-TBPD.A","        Saint Vincent/Grenadines","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-WSM-TBPD.A","        Samoa","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
